id,TrainingName,TrainingDate,TrainingStartTime,TrainingEndTime,TrainerName,ScheduledBy,ScheduledTo,t_id,ModuleCompletion
957,Typescript,11-08-2022,10:34 AM,5:39 PM,Linc Byer,Devora,Intern,15,672
788,Cloud Platforms,18-11-2021,9:28 AM,5:24 PM,Cale Abba,Edi,Intern,8,569
48,SQL,15-06-2023,10:12 AM,5:52 PM,Greg Roney,Lorenza,Intern,9,664
408,Software Components,07-03-2021,10:51 AM,5:15 PM,Tannie Geraldez,Shawnee,Intern,16,415
181,Git & Version Control,31-12-2021,10:55 AM,5:50 PM,Adele Reffe,Vonni,Employee,4,801
411,Power BI,08-03-2021,9:08 AM,5:56 PM,Teresina Rzehorz,Moss,Employee,13,171
81,React JS,02-09-2023,9:04 AM,5:06 PM,Saba Braybrookes,Germain,Intern,4,572
240,ADF,16-12-2022,10:11 AM,5:16 PM,Wilbert Meany,Vincent,Intern,6,525
743,QA,30-11-2023,9:13 AM,5:43 PM,Peyter Kristoffersson,Angelica,Intern,6,126
873,Javascript,24-01-2023,10:33 AM,5:28 PM,Marcelle Ferrierio,Lynde,Employee,13,480
501,Power BI,18-07-2021,10:31 AM,5:43 PM,Lark Greste,Paige,Intern,10,176
411,Web Scraping,10-09-2021,9:48 AM,5:45 PM,Abbye Monini,Moss,Intern,1,480
891,Networking,15-11-2022,10:05 AM,5:11 PM,Costanza Hatley,Winona,Intern,2,485
261,Analytics & Reporting,29-05-2021,9:58 AM,5:51 PM,Yuma Nussgen,Gilligan,Intern,11,318
479,React JS,27-01-2021,9:16 AM,5:47 PM,Evy Jeakins,Ki,Intern,2,180
261,Networking,08-09-2021,10:14 AM,5:50 PM,Hatty Johnikin,Gilligan,Intern,3,117
501,Cloud Platforms,16-10-2022,10:40 AM,5:02 PM,Elwin Rought,Paige,Employee,1,13
59,QA,12-03-2021,10:37 AM,5:15 PM,Kristina Grugerr,Zared,Employee,13,536
437,Git & Version Control,12-10-2023,10:51 AM,5:19 PM,Aluino Graddell,Ebba,Intern,8,128
168,React JS,27-04-2021,9:25 AM,5:47 PM,Alexandre Willowby,Kirstin,Intern,12,69
84,React JS,11-11-2021,10:27 AM,5:05 PM,Sofia Durston,Ola,Employee,7,716
260,Analytics & Reporting,01-04-2021,10:00 AM,5:43 PM,Yalonda Youens,Kermie,Intern,6,216
39,Analytics & Reporting,27-06-2022,9:07 AM,5:38 PM,Bel Mapstone,Maurene,Intern,11,461
505,Javascript,28-01-2024,9:46 AM,5:57 PM,Teriann Broske,Marylou,Intern,5,790
197,Power BI,07-09-2021,9:38 AM,5:53 PM,Jeffrey McCane,Maryl,Employee,17,533
605,React JS,28-06-2023,10:09 AM,5:40 PM,Isac Quigg,Manfred,Employee,4,663
996,UI Path,12-12-2021,9:12 AM,5:42 PM,Derrik Thrasher,Colene,Intern,3,292
168,DBT,08-01-2023,9:42 AM,5:06 PM,Belvia Raw,Kirstin,Intern,6,785
559,Software Components,19-06-2022,9:33 AM,5:27 PM,Etan Elldred,Leonardo,Intern,7,685
32,DBT,07-03-2023,9:14 AM,5:35 PM,Tove Bompass,Kristo,Intern,7,471
181,Javascript,18-05-2021,10:56 AM,5:06 PM,Creight Lardner,Vonni,Employee,6,235
652,Analytics & Reporting,06-09-2022,9:25 AM,5:14 PM,Alford Pothergill,Jourdan,Intern,8,542
424,Web Scraping,29-12-2022,9:57 AM,5:54 PM,Lonnard Locard,Shelby,Intern,4,525
462,DBT,09-09-2022,9:06 AM,5:51 PM,Flori Kellock,Ferdinanda,Intern,6,281
988,QA,17-09-2021,10:57 AM,5:49 PM,Donny Albasini,Fidela,Intern,7,687
224,Software Components,15-01-2023,10:51 AM,5:21 PM,Trumaine Willcot,Coraline,Intern,15,606
285,UI/UX(Figma),22-12-2023,9:41 AM,5:32 PM,Henryetta Dodson,Antonietta,Intern,17,387
702,ADF,09-10-2022,9:51 AM,5:30 PM,Bonita Dickons,Natalina,Employee,10,257
72,Python,16-02-2023,10:48 AM,5:38 PM,Aili Filipov,Kurt,Intern,6,701
969,Web Scraping,30-08-2022,10:04 AM,5:45 PM,Donny Ghirigori,Des,Intern,2,246
364,Typescript,31-03-2021,10:51 AM,5:32 PM,Romeo Lemery,Carmelina,Employee,14,508
627,Git & Version Control,15-05-2023,9:27 AM,5:03 PM,Myca Keddey,Maryellen,Intern,6,680
626,Networking,06-01-2023,9:45 AM,5:30 PM,Wilfred Gasquoine,Inna,Intern,14,782
902,HTML&CSS,17-06-2022,9:20 AM,5:42 PM,Orton Kleinstein,Maureen,Intern,4,676
299,Python,22-07-2021,9:01 AM,5:21 PM,Marilee O'Fogarty,Sallyanne,Intern,1,248
777,ADF,31-10-2023,10:58 AM,5:18 PM,Douglas Godfroy,Ronni,Intern,12,297
969,UI/UX(Figma),03-02-2023,9:35 AM,5:08 PM,Randy Loyndon,Des,Intern,10,342
645,Python,06-05-2022,9:00 AM,5:20 PM,Jabez Legges,Evelin,Intern,6,304
605,ADF,08-07-2023,10:06 AM,5:07 PM,Dionisio Kilgrove,Manfred,Intern,4,166
232,Power BI,22-06-2022,10:06 AM,5:01 PM,Danyette Aynold,Haroun,Employee,9,747
447,Cloud Platforms,24-04-2022,9:40 AM,5:00 PM,Charin Muge,Bartholomew,Intern,14,220
921,Python,07-04-2023,9:11 AM,5:36 PM,Elihu De Castri,Courtenay,Intern,8,293
743,HTML&CSS,22-02-2023,9:17 AM,5:34 PM,Lindsey Harkins,Angelica,Intern,13,669
48,Software Components,18-11-2022,10:07 AM,5:43 PM,Roxy Fitzroy,Lorenza,Employee,2,245
933,DBT,12-05-2023,10:07 AM,5:04 PM,Kacy Linch,Marnia,Intern,3,817
559,Typescript,21-09-2022,9:36 AM,5:47 PM,Michael Hakonsen,Leonardo,Intern,12,148
479,Git & Version Control,24-06-2022,10:26 AM,5:13 PM,Margie Waplington,Ki,Intern,12,498
221,Software Components,13-06-2021,9:01 AM,5:34 PM,Beau Cobbold,Matias,Intern,14,540
902,Web Scraping,23-08-2022,9:30 AM,5:54 PM,Lanie Drewet,Maureen,Intern,4,52
908,Git & Version Control,21-02-2021,10:33 AM,5:17 PM,Marchall Challenger,Sonny,Intern,16,4
996,Python,25-08-2022,9:35 AM,5:34 PM,Remington Spatari,Colene,Intern,17,836
272,DBT,14-02-2023,9:46 AM,5:04 PM,Peria Maybery,Michaelina,Intern,11,748
424,ADF,18-10-2021,10:56 AM,5:59 PM,Kaitlyn Huddleston,Shelby,Intern,12,783
39,QA,22-08-2023,9:58 AM,5:52 PM,Erasmus MacSkeagan,Maurene,Intern,2,807
611,Networking,31-01-2023,10:17 AM,5:53 PM,Nataline Balloch,Ewen,Intern,12,113
645,QA,30-09-2022,10:53 AM,5:23 PM,Angelique Scruby,Evelin,Intern,2,152
509,React JS,06-07-2023,9:16 AM,5:02 PM,Reade Cool,Paulina,Intern,13,18
406,Web Scraping,26-07-2022,9:13 AM,5:52 PM,Filberto Culkin,Guillaume,Intern,12,364
380,Power BI,06-01-2024,10:04 AM,5:35 PM,Orsa Gildea,Shane,Employee,15,71
461,Git & Version Control,20-09-2022,9:03 AM,5:55 PM,Gwenora Persence,Antone,Intern,4,846
652,Git & Version Control,31-12-2022,9:38 AM,5:21 PM,Julee Buddell,Jourdan,Intern,7,578
775,Python,04-09-2023,9:34 AM,5:20 PM,Mercie Harpin,Elisabetta,Intern,6,506
962,ADF,06-12-2022,9:46 AM,5:21 PM,Nisse Medhurst,Jania,Intern,9,494
497,DBT,17-01-2021,9:54 AM,5:30 PM,Fan Smolan,Mattias,Intern,17,90
613,OS,11-06-2023,10:27 AM,5:52 PM,Antonietta Coopland,Berky,Employee,2,811
777,UI Path,30-07-2021,10:36 AM,5:06 PM,Jacinta Donhardt,Ronni,Intern,13,349
182,UI Path,13-12-2022,9:47 AM,5:36 PM,Lesli Fido,Wade,Intern,8,761
54,Analytics & Reporting,26-09-2023,10:07 AM,5:27 PM,Ebonee Sibthorp,Kaela,Intern,16,146
116,UI/UX(Figma),26-10-2022,9:17 AM,5:27 PM,Randie Farrear,Eugenia,Intern,12,226
19,OS,16-01-2024,10:13 AM,5:28 PM,Anders Mewton,Nils,Employee,9,188
406,Cloud Platforms,17-02-2021,10:25 AM,5:40 PM,Julius Dullard,Guillaume,Intern,4,826
997,Git & Version Control,06-06-2021,9:27 AM,5:00 PM,Aurlie Colloff,,Intern,12,573
81,QA,30-12-2022,9:49 AM,5:05 PM,Allyn Lanahan,Germain,Intern,15,370
506,Power BI,24-12-2022,9:47 AM,5:13 PM,Dunn MacNish,Hunfredo,Intern,13,361
868,HTML&CSS,19-04-2023,10:34 AM,5:12 PM,Libbi Ranscombe,Georgy,Intern,16,783
84,SQL,29-07-2021,9:46 AM,5:08 PM,Willamina Rigard,Ola,Intern,16,266
380,Software Components,07-01-2021,9:49 AM,5:03 PM,Arielle Brennand,Shane,Intern,1,784
260,UI Path,23-12-2023,10:38 AM,5:05 PM,Brigid Pettingall,Kermie,Intern,3,89
474,Software Components,05-11-2021,9:29 AM,5:40 PM,Erl Gwinnett,Nonah,Intern,12,529
182,Analytics & Reporting,10-11-2021,10:28 AM,5:27 PM,Jamie Eykel,Wade,Employee,14,230
995,Software Components,14-08-2021,10:44 AM,5:53 PM,Ervin Liebmann,Loren,Intern,8,94
197,Networking,24-02-2021,9:45 AM,5:03 PM,Fionna Gray,Maryl,Intern,17,287
645,React JS,23-02-2021,9:08 AM,5:11 PM,Ariana Davsley,Evelin,Employee,4,731
650,Git & Version Control,22-02-2024,10:54 AM,5:45 PM,Brianne Davoren,Corrina,Employee,9,688
55,Power BI,05-11-2023,9:26 AM,5:24 PM,Lida Bools,Nicky,Intern,13,287
611,DBT,29-12-2023,10:55 AM,5:06 PM,Anson Belshaw,Ewen,Intern,9,596
162,Cloud Platforms,11-02-2021,10:45 AM,5:28 PM,Oswell Allsebrook,Bax,Intern,6,647
559,React JS,09-01-2024,9:51 AM,5:37 PM,Julianna Cessford,Leonardo,Intern,15,184
964,Python,26-04-2022,10:01 AM,5:51 PM,Vin Eck,Thorin,Intern,11,126
509,Python,07-07-2022,10:51 AM,5:57 PM,Salomone Pownall,Paulina,Intern,7,223
197,DBT,10-07-2023,9:59 AM,5:37 PM,Kikelia Sealeaf,Maryl,Employee,3,505
962,Software Components,02-11-2022,10:43 AM,5:21 PM,Bartholemy Haylock,Jania,Intern,11,373
317,HTML&CSS,07-10-2022,10:51 AM,5:07 PM,Glynnis Rocca,Steffie,Employee,6,687
968,SQL,14-09-2021,9:10 AM,5:16 PM,Yoshi Peyntue,Cindie,Intern,8,77
193,Cloud Platforms,18-10-2022,10:49 AM,5:17 PM,Leia Allam,Gertrudis,Intern,9,617
284,QA,22-09-2022,10:58 AM,5:34 PM,Mikol Gatheral,Christoforo,Intern,8,387
997,React JS,29-01-2024,10:40 AM,5:07 PM,Lilyan Rumney,,Intern,1,642
788,QA,27-07-2023,10:59 AM,5:25 PM,Allan Vaud,Edi,Intern,10,304
925,Typescript,28-03-2024,10:12 AM,5:55 PM,Rhona Cartin,Audrye,Intern,16,720
777,Power BI,25-01-2021,10:32 AM,5:00 PM,Trixi Alexandrou,Ronni,Employee,10,748
155,Python,07-11-2021,10:00 AM,5:52 PM,Salomo Calvard,Kyla,Intern,13,656
447,UI Path,12-04-2022,10:41 AM,5:58 PM,Gerek Winslade,Bartholomew,Employee,14,424
626,ADF,12-04-2023,10:23 AM,5:43 PM,Lenka Blesli,Inna,Intern,6,593
380,UI Path,07-12-2022,9:55 AM,5:35 PM,Bo Gynne,Shane,Intern,17,604
19,HTML&CSS,17-02-2023,10:30 AM,5:08 PM,Hinda Wasylkiewicz,Nils,Intern,15,819
462,React JS,08-07-2022,9:13 AM,5:12 PM,Collin Shaw,Ferdinanda,Employee,13,44
50,Python,06-09-2023,9:11 AM,5:53 PM,Charmion Monkley,Johnette,Intern,17,433
155,UI/UX(Figma),13-02-2021,9:07 AM,5:50 PM,Cherilyn Extill,Kyla,Intern,10,110
662,QA,03-10-2022,9:20 AM,5:37 PM,Amara Minter,Peirce,Intern,8,371
493,QA,15-05-2022,9:48 AM,5:08 PM,Blair Howells,Radcliffe,Intern,12,482
19,SQL,31-03-2024,10:36 AM,5:58 PM,Fanni Ivanchov,Nils,Intern,5,40
827,OS,26-05-2022,9:04 AM,5:39 PM,Olly Scandroot,Cortie,Intern,9,836
743,Analytics & Reporting,20-01-2021,9:34 AM,5:20 PM,Krishna Raimbauld,Angelica,Employee,3,591
405,UI Path,08-05-2024,9:12 AM,5:49 PM,Lizzy Menaul,Gardy,Intern,5,280
232,Cloud Platforms,20-08-2023,10:12 AM,5:13 PM,Chelsie Di Baudi,Haroun,Intern,2,278
788,UI/UX(Figma),21-12-2022,9:27 AM,5:03 PM,Fabian Castagna,Edi,Intern,5,838
908,QA,07-02-2021,9:15 AM,5:45 PM,Ugo Husthwaite,Sonny,Intern,9,3
284,HTML&CSS,28-05-2022,9:48 AM,5:26 PM,Hyacintha Weedon,Christoforo,Intern,6,510
650,Analytics & Reporting,15-07-2022,9:10 AM,5:19 PM,Fletcher Brusby,Corrina,Intern,10,769
821,OS,18-09-2024,9:33 AM,5:58 PM,Clywd Ingerson,Jackqueline,Intern,17,121
59,React JS,05-05-2021,10:20 AM,5:16 PM,Emmaline Eyer,Zared,Intern,4,271
443,ADF,30-12-2023,9:28 AM,5:19 PM,Dawna Bernardini,Elayne,Intern,16,630
996,Power BI,13-01-2021,9:12 AM,5:44 PM,Violet Dockrey,Colene,Employee,13,566
396,Javascript,02-05-2023,10:56 AM,5:22 PM,Berk Gudyer,Hernando,Employee,17,350
232,ADF,22-03-2021,9:33 AM,5:08 PM,Rourke Sherville,Haroun,Intern,4,463
707,Git & Version Control,17-11-2021,10:54 AM,5:56 PM,Demetrius Mathiassen,Mathe,Intern,7,26
200,Javascript,17-04-2023,10:14 AM,5:01 PM,Leigha Kalinowsky,Libbey,Intern,6,541
650,UI Path,06-12-2023,9:04 AM,5:08 PM,Liuka Stobart,Corrina,Employee,8,347
509,Power BI,20-06-2021,10:44 AM,5:01 PM,Colet Blazi,Paulina,Intern,3,643
48,DBT,15-12-2022,9:38 AM,5:26 PM,Lucky Maydway,Lorenza,Intern,8,520
515,Typescript,10-06-2021,10:43 AM,5:25 PM,Bonnibelle Barnard,Flinn,Employee,16,333
75,Git & Version Control,03-03-2021,10:06 AM,5:13 PM,Meyer Wyche,Jaime,Intern,17,49
995,UI/UX(Figma),25-07-2023,9:39 AM,5:31 PM,Barby Dwire,Loren,Intern,4,47
627,React JS,02-12-2022,10:56 AM,5:14 PM,Jerry Trasler,Maryellen,Intern,15,596
925,Power BI,10-10-2021,9:37 AM,5:07 PM,Samson Haldin,Audrye,Intern,13,859
607,SQL,03-07-2023,10:02 AM,5:09 PM,Katharine Warboy,Fletcher,Intern,6,825
408,Software Components,08-06-2023,9:44 AM,5:49 PM,Luke Dewbury,Shawnee,Employee,7,664
224,UI/UX(Figma),07-12-2023,10:50 AM,5:42 PM,Modestia Maysor,Coraline,Employee,5,294
333,React JS,19-10-2022,9:17 AM,5:31 PM,Bentlee Eslemont,Rina,Intern,1,750
868,OS,17-01-2024,10:08 AM,5:37 PM,Earlie Steventon,Georgy,Intern,13,681
674,Javascript,12-12-2023,10:52 AM,5:12 PM,Fielding Savil,Lorie,Intern,7,374
463,ADF,08-08-2023,9:03 AM,5:31 PM,Marlin Gaskoin,Toiboid,Intern,8,597
81,Python,16-11-2022,10:05 AM,5:43 PM,Kylen Scotting,Germain,Employee,13,485
423,Typescript,15-05-2021,10:14 AM,5:56 PM,Ryon Gasgarth,Mildrid,Intern,16,737
969,Data Warehouse,02-08-2022,10:45 AM,5:22 PM,Sherill Sussems,Des,Employee,4,352
359,QA,24-02-2023,10:33 AM,5:46 PM,Mercy Lagen,Staford,Intern,11,613
868,Git & Version Control,05-04-2021,10:16 AM,5:32 PM,Randi Sumsion,Georgy,Intern,12,66
497,Typescript,26-08-2022,9:28 AM,5:09 PM,Hyman O'Farrell,Mattias,Employee,16,570
200,Typescript,23-03-2021,9:18 AM,5:08 PM,Sofia Bawden,Libbey,Intern,3,703
261,Javascript,11-01-2024,10:20 AM,5:23 PM,Alfie Kopec,Gilligan,Intern,1,429
84,OS,21-10-2023,9:17 AM,5:48 PM,Sorcha O'Doohaine,Ola,Intern,8,218
79,Networking,20-01-2023,9:16 AM,5:21 PM,Clay Collyns,Leonie,Intern,12,324
83,Cloud Platforms,21-09-2023,9:14 AM,5:42 PM,Margarette Coatsworth,Riley,Intern,2,652
449,HTML&CSS,28-04-2022,10:11 AM,5:41 PM,Skipton Hitcham,Stanly,Intern,7,308
232,HTML&CSS,05-09-2021,9:12 AM,5:37 PM,Bertram Agiolfinger,Haroun,Employee,2,716
324,ADF,05-06-2021,10:41 AM,5:08 PM,Irena Churches,Patricia,Intern,1,192
50,Javascript,06-11-2022,9:28 AM,5:21 PM,Genvieve Ocheltree,Johnette,Intern,12,50
200,SQL,12-11-2022,9:24 AM,5:53 PM,Paco Kirwin,Libbey,Intern,3,820
364,HTML&CSS,08-12-2023,9:56 AM,5:29 PM,Debbi Lightbowne,Carmelina,Intern,3,752
32,UI Path,08-05-2022,10:42 AM,5:01 PM,Otho Jobin,Kristo,Intern,7,603
497,Web Scraping,07-02-2024,9:01 AM,5:42 PM,Christoph Rowlstone,Mattias,Intern,6,120
462,UI Path,18-12-2021,9:47 AM,5:42 PM,Zandra Churchouse,Ferdinanda,Intern,11,473
182,Python,20-10-2023,10:11 AM,5:09 PM,Rafael Herche,Wade,Intern,6,354
423,UI/UX(Figma),10-11-2023,10:45 AM,5:36 PM,Liv Villaron,Mildrid,Intern,15,120
193,Git & Version Control,21-02-2023,10:25 AM,5:39 PM,Maximilianus Stellino,Gertrudis,Intern,16,481
54,Data Warehouse,18-08-2021,10:11 AM,5:02 PM,Nestor Dybald,Kaela,Intern,7,597
942,QA,10-12-2021,10:08 AM,5:10 PM,Chanda Beetlestone,Haskell,Intern,12,422
497,Git & Version Control,06-08-2021,10:22 AM,5:17 PM,Lauree Brou,Mattias,Employee,9,470
380,Cloud Platforms,31-07-2023,9:09 AM,5:52 PM,Leonelle Kinghorn,Shane,Intern,1,719
788,Git & Version Control,20-04-2023,9:23 AM,5:12 PM,Esther Geeves,Edi,Intern,6,582
158,DBT,06-10-2022,10:39 AM,5:19 PM,Joseito Rowter,Filberto,Intern,6,479
890,Power BI,13-04-2022,9:43 AM,5:43 PM,Christi Scain,Stephana,Intern,17,624
414,HTML&CSS,08-05-2021,9:31 AM,5:34 PM,Jesus Pershouse,Cassey,Intern,13,164
988,OS,27-01-2023,9:23 AM,5:19 PM,Bald Stife,Fidela,Intern,3,259
81,Javascript,26-05-2021,10:52 AM,5:03 PM,Emilio Shepherdson,Germain,Intern,13,540
311,ADF,11-07-2021,10:40 AM,5:09 PM,Ursulina Barr,Burk,Intern,11,338
182,Javascript,26-04-2021,9:40 AM,5:57 PM,Hal Hanna,Wade,Employee,7,68
84,Typescript,05-03-2021,9:05 AM,5:20 PM,Del Eustace,Ola,Intern,3,668
70,Web Scraping,01-06-2024,10:42 AM,5:25 PM,Roxy Espinay,Emalee,Intern,4,818
868,Cloud Platforms,05-05-2024,9:43 AM,5:11 PM,Becka Maccrie,Georgy,Intern,5,525
707,Software Components,26-06-2021,9:59 AM,5:56 PM,Harriot Whooley,Mathe,Intern,7,125
72,DBT,06-03-2023,10:24 AM,5:27 PM,Romain Saunder,Kurt,Intern,17,79
130,Software Components,10-12-2022,9:29 AM,5:49 PM,Lisetta Caldroni,Junie,Intern,13,331
988,Analytics & Reporting,07-05-2022,9:55 AM,5:02 PM,Ansel Branca,Fidela,Intern,10,745
505,UI/UX(Figma),01-01-2024,10:35 AM,5:58 PM,Paquito Patise,Marylou,Employee,12,331
506,Typescript,15-10-2023,10:44 AM,5:55 PM,Gaylene Ecclestone,Hunfredo,Intern,7,809
424,Web Scraping,17-08-2022,9:25 AM,5:39 PM,Francis Custed,Shelby,Intern,7,65
889,Data Warehouse,17-01-2023,9:11 AM,5:44 PM,Carmella Vest,Rosamund,Intern,13,768
792,React JS,23-03-2024,10:38 AM,5:34 PM,Kurt Roseveare,Alexa,Intern,3,194
224,Analytics & Reporting,07-02-2023,10:23 AM,5:19 PM,Karlyn Hachard,Coraline,Intern,11,752
299,ADF,10-04-2021,10:04 AM,5:00 PM,Dacie Gasken,Sallyanne,Employee,7,99
333,React JS,12-07-2021,9:36 AM,5:55 PM,Ashely Harlett,Rina,Intern,9,516
605,DBT,01-11-2022,10:32 AM,5:04 PM,Lucy Phair,Manfred,Intern,8,814
474,Python,18-09-2021,9:56 AM,5:01 PM,Cosme Seebright,Nonah,Intern,8,154
898,Cloud Platforms,07-05-2021,10:29 AM,5:33 PM,Babs Guerola,Grady,Intern,3,193
898,Data Warehouse,11-01-2021,9:45 AM,5:02 PM,Derk Carmont,Grady,Employee,6,859
909,Data Warehouse,11-12-2022,10:18 AM,5:48 PM,Merle Piechnik,Jessica,Employee,16,39
777,Cloud Platforms,31-05-2022,10:30 AM,5:32 PM,Arlie Youd,Ronni,Employee,14,273
627,UI/UX(Figma),19-12-2024,9:00 AM,5:06 PM,Benjie Mixture,Maryellen,Intern,11,179
627,UI/UX(Figma),24-10-2022,9:01 AM,5:39 PM,Karlie Yabsley,Maryellen,Intern,15,563
827,ADF,13-10-2021,10:44 AM,5:13 PM,Horatius Fowles,Cortie,Intern,6,206
968,Power BI,08-02-2023,9:37 AM,5:46 PM,Stanislaus Murrhardt,Cindie,Intern,9,108
116,Git & Version Control,03-10-2024,10:27 AM,5:04 PM,Hester Goroni,Eugenia,Intern,6,533
898,UI/UX(Figma),09-05-2022,10:06 AM,5:27 PM,Philippa Hambric,Grady,Intern,4,802
200,HTML&CSS,03-11-2022,9:10 AM,5:04 PM,Octavia Bouchard,Libbey,Intern,15,255
777,Networking,09-09-2021,9:49 AM,5:31 PM,Tana Merrigan,Ronni,Intern,11,454
193,Power BI,28-07-2023,10:16 AM,5:19 PM,Stern Skevington,Gertrudis,Intern,4,463
224,HTML&CSS,10-10-2023,9:05 AM,5:16 PM,Valry Wolvey,Coraline,Intern,13,571
443,Python,21-04-2024,10:24 AM,5:57 PM,Teodor Waycott,Elayne,Employee,15,532
797,Javascript,22-05-2022,10:58 AM,5:28 PM,Tomas Wickwar,Belle,Employee,6,647
324,React JS,29-04-2023,10:59 AM,5:59 PM,Charmain Rhelton,Patricia,Employee,4,418
424,SQL,05-12-2023,9:07 AM,5:08 PM,Brunhilde Wedderburn,Shelby,Intern,9,648
171,UI/UX(Figma),17-09-2023,9:58 AM,5:12 PM,Keary Salle,Carma,Intern,17,699
827,QA,12-01-2021,9:07 AM,5:07 PM,Isabella Huriche,Cortie,Employee,11,512
537,Javascript,14-09-2022,9:33 AM,5:46 PM,Inesita Matthiesen,Devan,Intern,17,141
497,ADF,13-10-2022,10:18 AM,5:45 PM,Nadya Martynikhin,Mattias,Intern,1,265
841,UI Path,29-09-2022,9:25 AM,5:31 PM,Colette Warrior,Jobye,Intern,16,267
997,Analytics & Reporting,25-02-2023,9:06 AM,5:52 PM,Dorey Rignall,,Intern,16,775
260,QA,18-10-2023,9:43 AM,5:05 PM,Daryle Farahar,Kermie,Intern,15,528
463,Python,10-08-2023,10:47 AM,5:03 PM,Ode Bagworth,Toiboid,Intern,1,758
224,Web Scraping,20-06-2023,9:41 AM,5:50 PM,Fredra Lorentz,Coraline,Intern,16,787
232,ADF,19-10-2023,10:55 AM,5:12 PM,Hartwell Trinbey,Haroun,Intern,15,204
474,Power BI,04-07-2022,10:34 AM,5:14 PM,Hailey Batistelli,Nonah,Intern,2,607
952,Python,13-04-2024,9:08 AM,5:43 PM,Alvina Killwick,Angel,Intern,9,736
50,SQL,25-12-2022,10:55 AM,5:41 PM,Benedetto Collyns,Johnette,Intern,12,235
